"id" "idade" "regiao.r" "valorImovel" "renda" "tempoFinanciamento" "X.rendaFinanciamento" "banco.r" "avaliacao.r" "dataHoraEntrada" "dataHoraSaida" "dataHoraAvaliacao" "tempoAcesso" "paginaSaida.r" "statusSaida" "paginaSaida"
578 40 "centro" 80777.8 3616.62 25 6.69 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:32" "2021-05-21 18:02:26" 249 "dash" "100%" 1
579 32 "mooca" 133354.63 6001.71 17 8.75 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:22" "2021-05-21 17:59:23" 59 "cadastro" "60%" 3
580 40 "brooklin" 116824.98 5343.73 25 6.68 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:26" "2021-05-21 18:02:41" 243 "cadastro" "60%" 3
581 38 "santo-amaro" 126581.46 4734.92 23 7.12 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:45" "2021-05-21 18:02:10" 202 "home" "20%" 5
582 39 "santo-amaro" 128517.5 5133.4 24 6.91 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:11" "2021-05-21 18:01:45" 228 "login" "40%" 4
583 34 "santo-amaro" 103729.12 1662.91 19 8.09 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:01" "2021-05-21 18:00:44" 98 "login" "40%" 4
584 42 "brooklin" 102768.25 3543.33 27 6.31 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:23" "2021-05-21 18:03:10" 300 "hub" "80%" 2
585 35 "santo-amaro" 90476.72 6025.32 20 7.79 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:18" "2021-05-21 18:00:42" 115 "login" "40%" 4
586 39 "consolação" 100345.67 5448.72 24 6.86 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:56" "2021-05-21 18:01:48" 213 "hub" "80%" 2
587 42 "consolação" 120667.83 3679.71 27 6.28 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:09" "2021-05-21 18:03:31" 286 "hub" "80%" 2
588 36 "mooca" 90636.33 4985.64 21 7.57 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:49" "2021-05-21 18:01:05" 146 "login" "40%" 4
589 43 "interlagos" 127426.2 5513.46 28 6.11 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:33" "2021-05-21 18:02:40" 310 "home" "20%" 5
590 33 "mooca" 117533.48 4652.81 18 8.43 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:45" "2021-05-21 17:59:25" 82 "cadastro" "60%" 3
591 26 "mooca" 93950.68 5662.02 11 10.29 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:57:46" "2021-05-21 17:57:50" NA "cadastro" "60%" 3
592 42 "centro" 112416.73 5574.2 27 6.3 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:19" "2021-05-21 18:03:15" 296 "dash" "100%" 1
593 44 "interlagos" 77631.58 5437.48 29 5.95 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:04" "2021-05-21 18:04:18" 341 "home" "20%" 5
594 39 "consolação" 107876.32 4097.6 24 6.84 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:49" "2021-05-21 18:02:23" 206 "dash" "100%" 1
595 43 "centro" 74481.28 5886.89 28 6.09 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:23" "2021-05-21 18:03:17" 300 "dash" "100%" 1
596 34 "santo-amaro" 86118.75 4313.07 19 8.11 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:04" "2021-05-21 18:00:00" 101 "home" "20%" 5
597 39 "mooca" 115305.05 4740.19 24 6.9 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:08" "2021-05-21 18:02:18" 225 "cadastro" "60%" 3
598 30 "brooklin" 128497.33 3530.92 15 9.35 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 17:59:30" "2021-05-21 17:57:31" 7 "hub" "80%" 2
599 46 "santo-amaro" 147592.85 5315.32 31 5.63 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:45" "2021-05-21 18:05:52" 382 "home" "20%" 5
600 49 "centro" 45844.41 4915.46 34 5.23 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:07:06" "2021-05-21 18:05:41" 463 "dash" "100%" 1
601 45 "consolação" 107917.21 6125.66 30 5.8 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:32" "2021-05-21 18:04:41" 369 "hub" "80%" 2
602 40 "mooca" 119221.71 7190.42 25 6.66 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:20" "2021-05-21 18:02:00" 237 "login" "40%" 4
603 40 "consolação" 53751.02 4673.05 25 6.66 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:19" "2021-05-21 18:02:33" 236 "hub" "80%" 2
604 32 "brooklin" 112385.5 4497.8 17 8.74 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:21" "2021-05-21 17:59:39" 58 "hub" "80%" 2
605 44 "consolação" 79787.16 3883.75 29 5.94 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:58" "2021-05-21 18:04:49" 335 "hub" "80%" 2
606 39 "santo-amaro" 104860.54 5689.79 24 6.87 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:58" "2021-05-21 18:02:04" 215 "login" "40%" 4
607 37 "consolação" 141376.3 3199.19 22 7.29 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:04" "2021-05-21 17:59:50" 161 "hub" "80%" 2
608 33 "santo-amaro" 97122.67 1763.81 18 8.35 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:34" "2021-05-21 17:59:04" 71 "login" "40%" 4
609 39 "brooklin" 117893.95 6128.6 24 6.83 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:47" "2021-05-21 18:00:57" 204 "hub" "80%" 2
610 36 "brooklin" 96072.99 5054.38 21 7.53 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:41" "2021-05-21 18:00:14" 138 "hub" "80%" 2
611 38 "mooca" 125012.7 5597.34 23 7.09 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:35" "2021-05-21 18:01:01" 192 "login" "40%" 4
612 34 "centro" 108856.54 4922.31 19 8.07 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:00:57" "2021-05-21 17:59:30" 94 "dash" "100%" 1
613 48 "centro" 98455.07 5064.02 33 5.37 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:46" "2021-05-21 18:05:32" 443 "dash" "100%" 1
614 40 "interlagos" 88121.41 4722.1 25 6.66 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:21" "2021-05-21 18:02:38" 238 "home" "20%" 5
615 45 "mooca" 116629.22 6136.06 30 5.8 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:32" "2021-05-21 18:04:48" 369 "cadastro" "60%" 3
616 27 "santo-amaro" 149595.42 4502.88 12 10.12 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:58:11" "2021-05-21 17:57:59" NA "login" "40%" 4
617 38 "santo-amaro" 96449.37 3297.8 23 7.07 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:29" "2021-05-21 18:01:29" 186 "home" "20%" 5
618 37 "santo-amaro" 83244.38 4856.19 22 7.28 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:02" "2021-05-21 18:00:35" 159 "login" "40%" 4
619 34 "interlagos" 83238.68 5999.19 19 8.06 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:56" "2021-05-21 17:59:25" 93 "home" "20%" 5
620 48 "centro" 48776 4137.33 33 5.35 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:29" "2021-05-21 18:05:26" 426 "dash" "100%" 1
621 33 "interlagos" 118399.47 5216.44 18 8.35 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:33" "2021-05-21 17:59:49" 70 "home" "20%" 5
622 42 "santo-amaro" 93672.85 5741.41 27 6.27 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:01" "2021-05-21 18:01:22" 278 "login" "40%" 4
623 44 "santo-amaro" 161045.95 4853.12 29 5.96 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:05" "2021-05-21 18:03:43" 342 "login" "40%" 4
624 41 "brooklin" 69631.77 6365.02 26 6.47 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:44" "2021-05-21 18:02:01" 261 "cadastro" "60%" 3
625 36 "centro" 170391.43 4326.92 21 7.52 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:38" "2021-05-21 18:00:48" 135 "dash" "100%" 1
626 45 "brooklin" 99972.46 5319.11 30 5.78 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:16" "2021-05-21 18:04:17" 353 "hub" "80%" 2
627 41 "consolação" 131388.71 5153.62 26 6.46 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:43" "2021-05-21 18:02:30" 260 "hub" "80%" 2
628 35 "santo-amaro" 92111.57 5297.5 20 7.77 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:15" "2021-05-21 17:59:25" 112 "login" "40%" 4
629 33 "brooklin" 109418.2 4296.91 18 8.37 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:36" "2021-05-21 17:59:45" 73 "hub" "80%" 2
630 50 "brooklin" 143643.14 4407.94 35 5.11 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:07:33" "2021-05-21 18:06:07" 490 "hub" "80%" 2
631 37 "santo-amaro" 114584.06 3716.95 22 7.28 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:02" "2021-05-21 18:02:05" 159 "login" "40%" 4
632 31 "santo-amaro" 72365.02 5754.64 16 8.88 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 17:59:40" "2021-05-21 17:58:55" 17 "login" "40%" 4
633 43 "brooklin" 61033.14 5409.39 28 6.1 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:27" "2021-05-21 18:04:06" 304 "cadastro" "60%" 3
634 42 "santo-amaro" 94921.69 4444.54 27 6.26 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:00" "2021-05-21 18:02:27" 277 "login" "40%" 4
635 33 "consolação" 105890.12 3005.32 18 8.4 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:41" "2021-05-21 17:59:46" 78 "dash" "100%" 1
636 30 "consolação" 99717.45 5086.08 15 9.35 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:59:30" "2021-05-21 17:58:42" 7 "hub" "80%" 2
637 39 "interlagos" 101013.48 4862.83 24 6.9 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:09" "2021-05-21 18:01:28" 226 "home" "20%" 5
638 46 "santo-amaro" 144310.42 5029.59 31 5.63 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:40" "2021-05-21 18:04:07" 377 "login" "40%" 4
639 43 "santo-amaro" 66221.81 3652.74 28 6.12 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:39" "2021-05-21 18:04:06" 316 "login" "40%" 4
640 38 "brooklin" 63746.77 6075.22 23 7.05 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:24" "2021-05-21 18:01:11" 181 "cadastro" "60%" 3
641 36 "mooca" 80318.47 3682.14 21 7.54 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:43" "2021-05-21 18:01:20" 140 "cadastro" "60%" 3
642 41 "santo-amaro" 95120.29 4277.34 26 6.49 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:56" "2021-05-21 18:03:10" 273 "login" "40%" 4
643 41 "santo-amaro" 75955.14 4562.71 26 6.46 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:42" "2021-05-21 18:01:54" 259 "home" "20%" 5
644 43 "brooklin" 124767.51 5686.48 28 6.12 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:39" "2021-05-21 18:02:55" 316 "cadastro" "60%" 3
645 38 "centro" 136110.17 5862.92 23 7.09 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:36" "2021-05-21 18:01:03" 193 "dash" "100%" 1
646 44 "mooca" 113006.15 5856.12 29 5.97 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:11" "2021-05-21 18:04:28" 348 "login" "40%" 4
647 36 "santo-amaro" 78840.02 5265.65 21 7.54 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:43" "2021-05-21 18:01:39" 140 "login" "40%" 4
648 38 "centro" 65630.51 4923.98 23 7.12 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:43" "2021-05-21 18:02:18" 200 "dash" "100%" 1
649 44 "brooklin" 113773.3 4952.67 29 5.93 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:52" "2021-05-21 18:03:23" 329 "hub" "80%" 2
650 45 "mooca" 93226.21 4995.29 30 5.79 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:22" "2021-05-21 18:04:31" 359 "cadastro" "60%" 3
651 30 "santo-amaro" 104982.62 5658.68 15 9.35 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:59:30" "2021-05-21 17:59:35" 7 "login" "40%" 4
652 41 "interlagos" 113059.35 5441.28 26 6.44 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:36" "2021-05-21 18:02:41" 253 "home" "20%" 5
653 43 "brooklin" 44757.69 1745.68 28 6.11 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:36" "2021-05-21 18:02:54" 313 "cadastro" "60%" 3
654 33 "mooca" 61601.47 5647.74 18 8.31 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:29" "2021-05-21 17:59:10" 66 "cadastro" "60%" 3
655 42 "santo-amaro" 76293.11 3558 27 6.31 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:21" "2021-05-21 18:03:46" 298 "login" "40%" 4
656 36 "santo-amaro" 116562.31 4522.29 21 7.54 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:44" "2021-05-21 18:01:30" 141 "login" "40%" 4
657 45 "interlagos" 100707.15 6456.08 30 5.79 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:25" "2021-05-21 18:04:50" 362 "home" "20%" 5
658 43 "centro" 57411.85 4860.41 28 6.1 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:04:28" "2021-05-21 18:03:27" 305 "dash" "100%" 1
659 44 "mooca" 92966.86 5427.91 29 5.94 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:55" "2021-05-21 18:03:28" 332 "cadastro" "60%" 3
660 41 "brooklin" 110976.54 5105.42 26 6.45 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:37" "2021-05-21 18:03:35" 254 "hub" "80%" 2
661 44 "santo-amaro" 84729.01 4473.9 29 5.96 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:07" "2021-05-21 18:03:36" 344 "login" "40%" 4
662 47 "santo-amaro" 106674.05 4148.08 32 5.49 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:06:09" "2021-05-21 18:05:09" 406 "login" "40%" 4
663 50 "consolação" 108314.01 5421.54 35 5.1 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:07:19" "2021-05-21 18:06:02" 476 "dash" "100%" 1
664 40 "santo-amaro" 97527.29 4564.17 25 6.66 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:20" "2021-05-21 18:03:10" 237 "login" "40%" 4
665 29 "consolação" 102739.45 4923.45 14 9.47 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:58:53" "2021-05-21 17:58:13" NA "hub" "80%" 2
666 40 "centro" 128943.37 3547.99 25 6.68 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:27" "2021-05-21 18:02:40" 244 "dash" "100%" 1
667 41 "interlagos" 116409.51 5092.57 26 6.47 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:48" "2021-05-21 18:02:17" 265 "home" "20%" 5
668 39 "consolação" 55700.47 5626.91 24 6.89 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:04" "2021-05-21 18:01:33" 221 "hub" "80%" 2
669 43 "mooca" 100296.96 4040.74 28 6.1 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:31" "2021-05-21 18:03:18" 308 "login" "40%" 4
670 45 "consolação" 130614 4469.54 30 5.79 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:24" "2021-05-21 18:03:36" 361 "hub" "80%" 2
671 37 "centro" 90851.29 4794.77 22 7.36 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:21" "2021-05-21 18:01:36" 178 "dash" "100%" 1
672 39 "mooca" 91717.49 3667.42 24 6.84 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:48" "2021-05-21 18:01:18" 205 "cadastro" "60%" 3
673 42 "centro" 81488.82 5604.51 27 6.29 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:11" "2021-05-21 18:03:12" 288 "dash" "100%" 1
674 37 "consolação" 86623.51 5889.25 22 7.34 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:17" "2021-05-21 18:01:37" 174 "hub" "80%" 2
675 40 "brooklin" 97259.71 5809.87 25 6.7 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:34" "2021-05-21 18:02:06" 251 "cadastro" "60%" 3
676 30 "mooca" 79900.96 5362.04 15 9.32 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 17:59:28" "2021-05-21 17:57:47" 5 "cadastro" "60%" 3
677 34 "santo-amaro" 97627.47 4322.99 19 8.14 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:09" "2021-05-21 17:59:43" 106 "login" "40%" 4
678 33 "consolação" 115152.98 4780.1 18 8.42 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:44" "2021-05-21 17:59:59" 81 "hub" "80%" 2
679 36 "brooklin" 96893.44 6018.11 21 7.53 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:41" "2021-05-21 18:00:55" 138 "cadastro" "60%" 3
680 37 "brooklin" 114636.24 5647.67 22 7.27 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:00" "2021-05-21 18:00:19" 157 "cadastro" "60%" 3
681 42 "santo-amaro" 74154.19 4221.84 27 6.28 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:09" "2021-05-21 18:02:58" 286 "login" "40%" 4
682 45 "santo-amaro" 134199.23 5632.82 30 5.78 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:21" "2021-05-21 18:03:56" 358 "login" "40%" 4
683 36 "santo-amaro" 105711.24 4323.74 21 7.6 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:01:56" "2021-05-21 18:01:06" 153 "login" "40%" 4
684 35 "santo-amaro" 116602.82 5263.46 20 7.81 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:23" "2021-05-21 17:59:45" 120 "home" "20%" 5
685 35 "interlagos" 134306.36 5380.32 20 7.79 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:18" "2021-05-21 18:00:42" 115 "home" "20%" 5
686 38 "mooca" 108902.88 4695.84 23 7.08 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:33" "2021-05-21 18:01:14" 190 "cadastro" "60%" 3
687 39 "mooca" 109989.07 3684.63 24 6.86 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:54" "2021-05-21 18:02:19" 211 "cadastro" "60%" 3
688 42 "consolação" 129784.76 4598.99 27 6.31 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:21" "2021-05-21 18:04:35" 298 "hub" "80%" 2
689 38 "brooklin" 109361.5 5025.6 23 7.12 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:44" "2021-05-21 18:02:24" 201 "cadastro" "60%" 3
690 30 "consolação" 109159.86 5281.58 15 9.13 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 17:59:14" "2021-05-21 17:58:10" NA "hub" "80%" 2
691 40 "centro" 129513.72 4675.59 25 6.64 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:01:46" 229 "dash" "100%" 1
692 46 "mooca" 97577.69 4319.35 31 5.63 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:45" "2021-05-21 18:05:38" 382 "login" "40%" 4
693 46 "mooca" 76757.5 4787.09 31 5.64 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:46" "2021-05-21 18:05:24" 383 "cadastro" "60%" 3
694 36 "consolação" 60321.51 4621.3 21 7.56 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:01:48" "2021-05-21 17:59:55" 145 "hub" "80%" 2
695 32 "consolação" 95149.91 3906.39 17 8.71 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:17" "2021-05-21 17:59:30" 54 "hub" "80%" 2
696 52 "mooca" 150293.61 6071.08 37 4.88 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:08:18" "2021-05-21 18:07:03" 535 "cadastro" "60%" 3
697 39 "consolação" 135201.03 4714.89 24 6.89 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:04" "2021-05-21 18:02:20" 221 "hub" "80%" 2
698 40 "centro" 71444.59 4212.37 25 6.63 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:11" "2021-05-21 18:02:20" 228 "dash" "100%" 1
699 42 "brooklin" 154268.92 5135.51 27 6.29 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:13" "2021-05-21 18:03:10" 290 "cadastro" "60%" 3
700 32 "brooklin" 68627.78 6256.23 17 8.64 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:09" "2021-05-21 17:59:09" 46 "hub" "80%" 2
701 36 "santo-amaro" 93791.73 4308.96 21 7.6 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:56" "2021-05-21 18:01:02" 153 "login" "40%" 4
702 32 "consolação" 57365.15 5013.25 17 8.71 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:18" "2021-05-21 17:59:32" 55 "hub" "80%" 2
703 37 "centro" 81578.27 4736.75 22 7.27 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:00" "2021-05-21 18:02:31" 157 "dash" "100%" 1
704 41 "santo-amaro" 102794 4315.47 26 6.45 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:37" "2021-05-21 18:01:41" 254 "login" "40%" 4
705 33 "brooklin" 113301.91 5692.03 18 8.39 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:39" "2021-05-21 17:58:45" 76 "hub" "80%" 2
706 43 "mooca" 116519 4963.19 28 6.11 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:34" "2021-05-21 18:04:07" 311 "login" "40%" 4
707 41 "mooca" 78062.56 5449.59 26 6.5 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:58" "2021-05-21 18:03:03" 275 "cadastro" "60%" 3
708 35 "brooklin" 131319.7 5218.23 20 7.87 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:34" "2021-05-21 17:59:53" 131 "cadastro" "60%" 3
709 41 "consolação" 75790.3 5850.6 26 6.48 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:50" "2021-05-21 18:02:20" 267 "hub" "80%" 2
710 44 "brooklin" 89047.82 5740.87 29 5.93 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:53" "2021-05-21 18:03:15" 330 "cadastro" "60%" 3
711 45 "mooca" 63414.91 3359.24 30 5.8 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:30" "2021-05-21 18:05:02" 367 "login" "40%" 4
712 39 "mooca" 30123.76 3018.58 24 6.87 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:57" "2021-05-21 18:00:40" 214 "cadastro" "60%" 3
713 40 "mooca" 85024.5 4456.34 25 6.63 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:02:46" 229 "login" "40%" 4
714 40 "santo-amaro" 73574.52 3112.23 25 6.64 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:13" "2021-05-21 18:01:50" 230 "login" "40%" 4
715 47 "brooklin" 102136.95 4915.55 32 5.5 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:16" "2021-05-21 18:05:12" 413 "cadastro" "60%" 3
716 46 "brooklin" 39258.01 5039.95 31 5.62 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:38" "2021-05-21 18:04:50" 375 "cadastro" "60%" 3
717 44 "centro" 135799.11 5888.6 29 5.95 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:03" "2021-05-21 18:04:14" 340 "dash" "100%" 1
718 39 "centro" 111092.16 3884.16 24 6.84 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:02:49" "2021-05-21 18:02:19" 206 "dash" "100%" 1
719 42 "interlagos" 52376.96 5407.16 27 6.28 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:08" "2021-05-21 18:02:19" 285 "home" "20%" 5
720 42 "consolação" 126658.52 4693.76 27 6.29 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:11" "2021-05-21 18:03:08" 288 "dash" "100%" 1
721 35 "brooklin" 143303.42 4741.65 20 7.79 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:18" "2021-05-21 18:00:10" 115 "cadastro" "60%" 3
